epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
34,0.9030982255935669,"""[0.8972267, 0.82051283, 0.9222798, 0.9138818, 0.7745358, 0.94564104]""",0.762523353099823,0.8449519276618958,"""[0.83760685, 0.7153285, 0.84263957, 0.8807786, 0.7107439, 0.936]""",0.9587808847427368
35,0.9103493690490723,"""[0.91090757, 0.82666665, 0.92407525, 0.92535394, 0.77040815, 0.95124376]""",0.7441930770874023,0.8137019276618958,"""[0.81571, 0.7022901, 0.8097346, 0.8426666, 0.69172937, 0.90082645]""",1.015493392944336
36,0.911997377872467,"""[0.91100323, 0.79356575, 0.9211726, 0.92820513, 0.8062827, 0.9592668]""",0.7379356622695923,0.854567289352417,"""[0.8238806, 0.75438595, 0.8530805, 0.8888889, 0.74242425, 0.9519651]""",0.9031072854995728
37,0.9169413447380066,"""[0.9191419, 0.8390501, 0.9348959, 0.9177994, 0.7823834, 0.96633667]""",0.7132400870323181,0.8569711446762085,"""[0.80128205, 0.75, 0.8443396, 0.90205014, 0.8039216, 0.9547325]""",0.9000479578971863
38,0.9274884462356567,"""[0.92845255, 0.8579387, 0.9411765, 0.93273544, 0.84478366, 0.95449954]""",0.6905954480171204,0.8293269276618958,"""[0.78431374, 0.6923077, 0.8142076, 0.8789237, 0.79999995, 0.8947369]""",0.9694998264312744
39,0.9258404970169067,"""[0.9387097, 0.83606553, 0.9443708, 0.931385, 0.8241469, 0.94483453]""",0.7057942748069763,0.8557692170143127,"""[0.85310733, 0.74999994, 0.8639618, 0.8769231, 0.73770493, 0.9361703]""",0.8718513250350952
40,0.9278180599212646,"""[0.92434216, 0.8533333, 0.9381579, 0.94065094, 0.8253165, 0.9648241]""",0.6882831454277039,0.8810096383094788,"""[0.8693009, 0.789916, 0.8904761, 0.8980477, 0.8103449, 0.9315068]""",0.8571024537086487
41,0.9410019516944885,"""[0.9467742, 0.8766404, 0.95520425, 0.9429658, 0.85714287, 0.9660843]""",0.6463784575462341,0.8653846383094788,"""[0.8869566, 0.7966102, 0.8802084, 0.86956525, 0.6336634, 0.9296875]""",0.9119153618812561
42,0.9327620267868042,"""[0.9372453, 0.8739946, 0.94585776, 0.9364978, 0.8253968, 0.9639279]""",0.6800495386123657,0.8617788553237915,"""[0.8372093, 0.8000001, 0.8484849, 0.89638555, 0.78125, 0.9322709]""",0.8863623738288879
43,0.9337508082389832,"""[0.9383731, 0.8429752, 0.9433963, 0.9439193, 0.8429319, 0.9653768]""",0.6934269070625305,0.8918269276618958,"""[0.88253963, 0.8307693, 0.88834953, 0.91415316, 0.8270677, 0.9382716]""",0.8417879939079285
44,0.945286750793457,"""[0.95307446, 0.875, 0.9592106, 0.95106643, 0.85236764, 0.9646821]""",0.6555432677268982,0.870192289352417,"""[0.84210527, 0.85714287, 0.8929385, 0.8677494, 0.7703704, 0.92741936]""",0.9357618689537048
45,0.9363875985145569,"""[0.9316666, 0.8828337, 0.95404524, 0.9394519, 0.8376963, 0.9671642]""",0.6825388073921204,0.879807710647583,"""[0.8639456, 0.8266667, 0.880597, 0.90744925, 0.8125, 0.91497976]""",0.8900677561759949
46,0.9528675079345703,"""[0.949959, 0.89830506, 0.96769947, 0.9548633, 0.90909094, 0.9679358]""",0.6353146433830261,0.8918269276618958,"""[0.8706624, 0.83606553, 0.890411, 0.9107981, 0.85937494, 0.93562233]""",0.84253990650177
47,0.9423203468322754,"""[0.9442623, 0.8997291, 0.94888604, 0.9494311, 0.8647215, 0.96378267]""",0.6644896268844604,0.875,"""[0.863354, 0.8030304, 0.867347, 0.8918919, 0.8270677, 0.93775934]""",0.8694635629653931
